team_id,league_id,season,team_name,matches_played_total,matches_played_home,matches_played_away,wins_total,wins_home,wins_away,draws_total,draws_home,draws_away,losses_total,losses_home,losses_away,goals_for_total,goals_for_home,goals_for_away,goals_for_avg_total,goals_for_avg_home,goals_for_avg_away,goals_against_total,goals_against_home,goals_against_away,goals_against_avg_total,goals_against_avg_home,goals_against_avg_away,clean_sheets_total,clean_sheets_home,clean_sheets_away,failed_to_score_total,failed_to_score_home,failed_to_score_away,form,extracted_at
529,2,2024,Barcelona,14,7,7,9,5,4,2,2,0,3,0,3,43,24,19,3.1,3.4,2.7,24,7,17,1.7,1.0,2.4,4,3,1,0,0,0,LWWWWWWDWWWLDL,2025-07-27 14:09:22.512952
4626,2,2024,Hamrun Spartans,2,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0.5,0.0,1.0,1,1,0,0.5,1.0,0.0,1,0,1,1,1,0,LW,2025-07-27 14:09:22.513035
530,2,2024,Atletico Madrid,10,5,5,7,4,3,0,0,0,3,1,2,22,9,13,2.2,1.8,2.6,14,6,8,1.4,1.2,1.6,2,1,1,1,0,1,WLLWWWWWLW,2025-07-27 14:09:22.513091
541,2,2024,Real Madrid,14,7,7,8,5,3,0,0,0,6,2,4,29,20,9,2.1,2.9,1.3,22,11,11,1.6,1.6,1.6,1,0,1,4,0,4,WLWLLWWWWWWLLL,2025-07-27 14:09:22.513156
547,2,2024,Girona,8,4,4,1,1,0,0,0,0,7,3,4,5,5,0,0.6,1.3,0.0,13,6,7,1.6,1.5,1.8,1,1,0,5,1,4,LLWLLLLL,2025-07-27 14:09:22.513224
550,2,2024,Shakhtar Donetsk,8,4,4,2,2,0,1,0,1,5,2,3,8,5,3,1.0,1.3,0.8,16,9,7,2.0,2.3,1.8,2,1,1,3,1,2,DLLWLLWL,2025-07-27 14:09:22.513296
40,2,2024,Liverpool,10,5,5,8,4,4,0,0,0,2,1,1,18,10,8,1.8,2.0,1.6,6,2,4,0.6,0.4,0.8,6,3,3,1,1,0,WWWWWWWLWL,2025-07-27 14:09:22.513382
42,2,2024,Arsenal,14,7,7,9,5,4,2,1,1,3,1,2,31,14,17,2.2,2.0,2.4,10,3,7,0.7,0.4,1.0,6,5,1,3,1,2,DWWLWWWWWDWWLL,2025-07-27 14:09:22.513463
556,2,2024,Qarabag,6,3,3,3,1,2,0,0,0,3,2,1,15,6,9,2.5,2.0,3.0,9,4,5,1.5,1.3,1.7,2,1,1,2,1,1,WWLWLL,2025-07-27 14:09:22.513542
559,2,2024,FCSB,6,3,3,3,1,2,2,1,1,1,1,0,16,7,9,2.7,2.3,3.0,6,4,2,1.0,1.3,0.7,2,1,1,0,0,0,WWDWDL,2025-07-27 14:09:22.513618
560,2,2024,Slavia Praha,4,2,2,3,2,1,0,0,0,1,0,1,6,5,1,1.5,2.5,0.5,4,2,2,1.0,1.0,1.0,1,0,1,1,0,1,WWLW,2025-07-27 14:09:22.513706
50,2,2024,Manchester City,10,5,5,3,2,1,2,2,0,5,1,4,21,13,8,2.1,2.6,1.6,20,7,13,2.0,1.4,2.6,3,2,1,2,1,1,DWWLDLLWLL,2025-07-27 14:09:22.513784
565,2,2024,BSC Young Boys,10,5,5,2,1,1,0,0,0,8,4,4,7,4,3,0.7,0.8,0.6,26,13,13,2.6,2.6,2.6,1,0,1,5,3,2,WWLLLLLLLL,2025-07-27 14:09:22.513864
566,2,2024,Ludogorets,6,3,3,3,2,1,0,0,0,3,1,2,9,7,2,1.5,2.3,0.7,11,8,3,1.8,2.7,1.0,1,1,0,2,0,2,WLWLWL,2025-07-27 14:09:22.513963
569,2,2024,Club Brugge KV,12,6,6,5,3,2,2,1,1,5,2,3,13,6,7,1.1,1.0,1.2,19,8,11,1.6,1.3,1.8,3,2,1,3,2,1,LWLWDWDLWWLL,2025-07-27 14:09:22.514051
571,2,2024,Red Bull Salzburg,12,6,6,3,1,2,2,1,1,7,4,3,13,4,9,1.1,0.7,1.5,32,15,17,2.7,2.5,2.8,1,0,1,5,3,2,WDWDLLLWLLLL,2025-07-27 14:09:22.514132
572,2,2024,Dynamo Kyiv,6,3,3,3,1,2,2,1,1,1,1,0,13,7,6,2.2,2.3,2.0,6,5,1,1.0,1.7,0.3,2,0,2,1,1,0,WWDWLD,2025-07-27 14:09:22.514204
573,2,2024,FK Partizan,2,1,1,0,0,0,0,0,0,2,1,1,2,0,2,1.0,0.0,2.0,9,3,6,4.5,3.0,6.0,0,0,0,1,1,0,LL,2025-07-27 14:09:22.514295
4160,2,2024,Rīgas FS,4,2,2,2,1,1,0,0,0,2,1,1,8,4,4,2.0,2.0,2.0,7,3,4,1.8,1.5,2.0,2,1,1,1,0,1,WWLL,2025-07-27 14:09:22.514382
66,2,2024,Aston Villa,12,6,6,8,5,3,1,1,0,3,0,3,23,13,10,1.9,2.2,1.7,12,4,8,1.0,0.7,1.3,5,4,1,3,1,2,WWWLDWLWWWLW,2025-07-27 14:09:22.514469
79,2,2024,Lille,14,7,7,7,5,2,3,1,2,4,1,3,25,16,9,1.8,2.3,1.3,17,7,10,1.2,1.0,1.4,2,2,0,1,0,1,WDWLLWWDWWLWDL,2025-07-27 14:09:22.514552
85,2,2024,Paris Saint Germain,17,9,8,11,6,5,1,1,0,5,2,3,38,24,14,2.2,2.7,1.8,15,8,7,0.9,0.9,0.9,7,3,4,3,1,2,WLDLLWWWWWLWWLWWW,2025-07-27 14:09:22.514640
598,2,2024,FK Crvena Zvezda,10,5,5,3,2,1,0,0,0,7,3,4,16,12,4,1.6,2.4,0.8,24,11,13,2.4,2.2,2.6,2,1,1,1,0,1,LWLLLLWLLW,2025-07-27 14:09:22.514699
91,2,2024,Monaco,10,5,5,4,3,1,2,0,2,4,2,2,16,10,6,1.6,2.0,1.2,17,6,11,1.7,1.2,2.2,2,1,1,3,1,2,WDWWLLWLLD,2025-07-27 14:09:22.514768
604,2,2024,Maccabi Tel Aviv,2,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0.5,0.0,1.0,2,1,1,1.0,1.0,1.0,0,0,0,1,1,0,DL,2025-07-27 14:09:22.514858
606,2,2024,FC Lugano,2,1,1,0,0,0,0,0,0,2,1,1,4,3,1,2.0,3.0,1.0,6,4,2,3.0,4.0,2.0,0,0,0,0,0,0,LL,2025-07-27 14:09:22.514936
611,2,2024,Fenerbahce,4,2,2,2,1,1,1,1,0,1,0,1,8,3,5,2.0,1.5,2.5,7,2,5,1.8,1.0,2.5,0,0,0,0,0,0,WWLD,2025-07-27 14:09:22.515021
